               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.49097,              1.2683,              1.0891,             0.90186,             0.73213,             0.80824,             0.69785,             0.55222,              1.1619,              1.0746,            0.083389,            0.016611,            0.016611
                   1,             0.57812,              1.4334,               1.145,             0.87623,             0.67013,             0.76136,             0.62955,             0.64883,              1.3199,               1.195,            0.066064,            0.032619,            0.032619
